id,author,geometry,pressure [MPa],mass_flux [kg/m2-s],x_e_out [-],D_e [mm],D_h [mm],length [mm],chf_exp [MW/m2]
16444,Thompson,tube,13.79,932.0,,7.7,7.7,457.0,1.8
16445,Thompson,tube,6.89,5479.0,-0.0166,12.8,12.8,1930.0,3.8
16446,Richenderfer,plate,6.89,2000.0,-0.0109,15.0,120.0,10.0,4.5
16447,Thompson,tube,6.89,6795.0,,10.3,10.3,680.588,6.5
16448,Thompson,tube,13.79,3404.0,,4.6,4.6,295.0,1.4
16449,Thompson,tube,10.41,3315.69,0.1312,4.6,4.6,680.588,3.6
16450,Thompson,tube,10.26,4096.0,-0.0412,4.7,4.7,318.0,3.8
16451,Thompson,tube,13.79,677.0,,7.8,7.8,591.0,2.1
16452,Peskov,tube,18.0,2642.705,,10.0,10.0,893.0,1.8
16453,Thompson,tube,13.79,1356.0,-0.1702,9.218,9.218,680.588,3.0
16454,Thompson,tube,6.89,7012.0,-0.0071,10.3,10.3,762.0,4.5
16455,Thompson,tube,13.79,3608.0,,4.7,4.7,318.0,3.9
16456,Janssen,annulus,6.89,2173.925,0.0496,12.7,34.52,737.0,2.4
16457,Thompson,tube,6.89,3315.69,-0.0322,4.7,4.7,318.0,5.4
16458,Thompson,tube,3.45,4042.0,0.1447,9.218,9.218,762.0,4.4
16459,Thompson,tube,15.51,2197.0,-0.0443,9.218,1.9,696.0,2.3
16460,Janssen,annulus,6.89,2278.0,0.0486,12.7,42.3,1778.0,4.0
16461,Janssen,annulus,6.9,2807.0,,10.929,15.9,914.0,1.2
16462,Janssen,annulus,6.89,5588.0,-0.0404,12.7,38.1,914.0,7.0
16463,Weatherhead,tube,13.79,926.0,0.1693,7.7,7.7,457.0,2.1
16464,Janssen,annulus,6.92,2699.0,0.0124,10.929,11.3,1778.0,3.1
16465,Thompson,tube,15.51,3315.69,-0.071,1.9,9.218,696.0,2.5
16466,Weatherhead,tube,13.79,1655.0,-0.0416,7.7,7.7,457.0,2.2
16467,Thompson,tube,3.45,3743.0,,9.218,10.6,864.0,1.4
16468,Peskov,tube,16.0,2642.705,0.1378,10.0,10.0,565.0,1.1
16469,Thompson,tube,12.07,2509.0,-0.0195,1.9,1.9,152.0,3.2
16470,Weatherhead,tube,13.79,2007.0,-0.0442,7.7,7.7,457.0,6.6
16471,Thompson,tube,11.03,3315.69,0.0498,9.3,9.218,1524.0,3.5
16472,Thompson,tube,6.79,4204.0,-0.0415,10.8,10.8,432.0,5.9
16473,Thompson,tube,13.79,3648.0,,4.7,4.7,318.0,3.3
16474,Thompson,tube,10.26,2740.0,0.008,3.0,3.0,150.0,2.7
16475,Thompson,tube,7.03,4062.0,0.0423,10.8,10.8,864.0,4.2
16476,Thompson,tube,3.45,3315.69,,10.3,10.3,762.0,4.8
16477,Janssen,annulus,6.89,2807.0,0.0672,6.4,15.9,914.0,2.6
16478,Weatherhead,tube,13.79,3784.0,0.0486,7.7,7.7,457.0,1.3
16479,Thompson,tube,13.79,3065.0,,1.9,1.9,152.0,3.6
16480,Peskov,tube,12.0,1000.0,,10.0,10.0,1000.0,4.1
16481,Thompson,tube,11.0,4069.0,0.1662,9.3,9.3,680.588,2.2
16482,Thompson,tube,6.89,1354.0,0.0027,23.6,9.218,610.0,11.0
16483,Beus,annulus,11.03,1364.0,0.1167,5.6,15.2,2134.0,2.7
16484,Peskov,tube,14.235,4750.0,-0.0472,10.0,10.0,890.0,3.2
16485,Thompson,tube,6.89,3315.69,,23.6,23.6,610.0,3.4
16486,Thompson,tube,10.26,4069.0,,10.8,10.8,864.0,2.0
16487,Thompson,tube,13.79,2184.0,0.0989,7.8,7.8,591.0,2.0
16488,Thompson,tube,13.79,3315.69,0.0463,4.7,4.7,305.0,2.5
16489,Thompson,tube,13.79,1465.0,,7.7,7.7,457.0,2.8
16490,Thompson,tube,3.45,3811.0,,10.3,10.3,762.0,7.3
16491,Thompson,tube,6.89,4096.0,,10.8,10.8,864.0,2.0
16492,Thompson,tube,10.26,4096.0,-0.0417,10.8,10.8,432.0,6.7
16493,Janssen,annulus,6.89,2278.0,,10.929,22.3,1740.109,3.6
16494,Thompson,tube,13.79,2143.0,0.0787,9.218,9.218,305.0,2.5
16495,Thompson,tube,13.79,4774.0,-0.0313,4.7,4.7,305.0,6.6
16496,Thompson,tube,6.89,3315.69,,10.3,10.3,762.0,4.2
16497,Thompson,tube,13.79,694.0,0.0145,7.7,7.7,680.588,2.3
16498,Thompson,tube,10.26,3404.0,0.0739,11.5,11.5,1143.0,1.8
16499,Thompson,tube,6.86,3315.69,0.0133,9.218,10.8,680.588,4.2
16500,Thompson,tube,13.79,929.0,,7.7,9.218,457.0,2.3
16501,Beus,annulus,11.03,1355.0,-0.0238,5.6,15.2,2134.0,2.2
16502,Thompson,tube,13.79,5316.0,-0.0595,9.218,4.7,318.0,5.9
16503,Thompson,tube,0.1,1301.0,0.1405,1.7,1.7,43.0,9.0
16504,Beus,annulus,11.03,2712.0,0.1499,5.6,15.2,2134.0,1.5
16505,Thompson,tube,13.79,1492.0,0.0905,7.8,7.8,591.0,2.4
16506,Thompson,tube,10.34,5832.0,,10.3,10.3,762.0,6.6
16507,Peskov,tube,14.0,2439.0,0.0323,10.0,10.0,890.0,2.2
16508,Thompson,tube,6.89,6618.0,,10.3,10.3,794.0,6.4
16509,Thompson,tube,3.9,4055.0,0.0621,10.8,10.8,864.0,2.2
16510,Thompson,tube,6.86,1858.0,,9.218,10.8,216.0,4.5
16511,Thompson,tube,2.14,6510.0,,9.218,1.1,680.588,5.0
16512,Thompson,tube,18.96,3296.0,-0.2306,1.9,1.9,696.0,2.7
16513,Weatherhead,tube,13.79,2034.0,0.0747,9.127,7.7,457.0,2.3
16514,Janssen,annulus,6.89,2173.925,0.0497,12.7,34.52,1778.0,2.0
16515,Beus,annulus,15.51,3682.0,-0.0801,5.6,15.2,2134.0,1.1
16516,Thompson,tube,10.26,3315.69,0.0133,7.8,9.218,591.0,2.0
16517,Thompson,tube,3.45,4882.0,,10.3,10.3,762.0,4.9
16518,Thompson,tube,18.27,857.0,,3.0,3.0,35.0,2.9
16519,Weatherhead,tube,13.79,1434.78,0.1431,11.1,11.1,457.0,1.3
16520,Thompson,tube,14.0,3811.0,,10.0,10.0,1650.0,3.2
16521,Thompson,tube,6.89,7690.0,,3.6,9.218,680.588,3.6
16522,Janssen,annulus,7.0,2173.925,0.0063,12.7,38.1,914.0,3.2
16523,Thompson,tube,3.45,5249.0,-0.0254,9.218,5.7,625.0,4.3
16524,Thompson,tube,6.89,4066.0,,9.218,10.8,1727.0,6.7
16525,Thompson,tube,18.96,2645.0,-0.1121,1.9,1.9,696.0,2.8
16526,Richenderfer,plate,6.89,1000.0,0.0901,15.0,120.0,10.0,2.7
16527,Thompson,tube,13.79,3838.0,-0.0591,9.218,1.9,152.0,4.8
16528,Thompson,tube,6.89,3315.69,-0.0166,12.8,9.218,1930.0,3.6
16529,Mortimore,annulus,11.61,1356.0,0.1484,5.0,13.3,2134.0,1.3
16530,Richenderfer,plate,0.1,1000.0,,15.0,120.0,10.0,5.2
16531,Thompson,tube,6.79,949.0,-0.024,23.6,23.6,610.0,2.2
16532,Janssen,annulus,6.89,2173.925,,12.7,42.3,2743.0,2.7
16533,Weatherhead,tube,13.79,1434.78,-0.1356,11.1,9.127,457.0,4.5
16534,Thompson,tube,10.26,4123.0,0.0238,9.218,5.6,432.0,2.9
16535,Thompson,tube,13.79,6200.0,-0.3924,4.7,4.7,318.0,5.1
16536,Thompson,tube,3.45,3811.0,0.0335,10.3,10.3,762.0,4.7
16537,Janssen,annulus,6.89,1519.0,0.033,8.5,22.3,1829.0,4.3
16538,Beus,annulus,15.51,3665.0,,5.6,15.2,2134.0,2.1
16539,Thompson,tube,6.89,3315.69,0.0376,11.5,11.5,1727.0,2.5
16540,Richenderfer,plate,0.64,2000.0,,15.0,120.0,10.0,6.8
16541,Weatherhead,tube,13.79,943.0,-0.1182,7.7,7.7,457.0,2.2
16542,Weatherhead,tube,13.79,1668.0,0.064,7.7,7.7,457.0,2.7
16543,Thompson,tube,10.34,7975.0,-0.1688,10.3,10.3,762.0,7.9
16544,Beus,annulus,11.03,3679.0,0.0406,5.6,15.2,2134.0,1.3
16545,Weatherhead,tube,13.79,1370.0,0.0249,7.7,7.7,457.0,2.1
16546,Thompson,tube,6.89,4069.0,,10.8,10.8,864.0,4.0
16547,Thompson,tube,13.79,5750.0,-0.0805,9.218,4.7,305.0,6.7
16548,Weatherhead,tube,13.79,2604.0,,7.7,9.127,457.0,1.1
16549,Thompson,tube,6.72,4123.0,,5.6,5.6,432.0,5.5
16550,Thompson,tube,10.26,2740.0,-0.0412,1.9,1.9,152.0,4.3
16551,Thompson,tube,13.79,1736.0,,9.218,7.8,591.0,2.0
16552,Thompson,tube,13.79,3315.69,-0.0195,1.9,1.9,152.0,4.9
16553,Thompson,tube,6.89,5913.0,-0.0416,9.218,10.3,762.0,3.0
16554,Thompson,tube,12.07,4136.0,-0.0412,9.218,9.218,680.588,3.6
16555,Janssen,annulus,6.89,5533.0,-0.0404,12.7,38.1,914.0,6.4
16556,Janssen,annulus,6.89,3079.0,0.1016,8.5,24.6,1740.109,3.0
16557,Thompson,tube,13.79,783.0,-0.1141,4.7,9.218,318.0,4.5
16558,Thompson,tube,10.26,6062.0,-0.1221,10.3,10.3,762.0,7.9
16559,Richenderfer,plate,0.2,1000.0,0.0073,15.0,120.0,10.0,4.7
16560,Thompson,tube,7.34,3315.69,0.0618,5.6,5.6,680.588,4.4
16561,Thompson,tube,6.89,1370.0,0.0383,37.5,37.5,1953.0,2.7
16562,Thompson,tube,10.26,3315.69,0.0792,9.218,7.8,591.0,2.0
16563,Thompson,tube,13.79,3933.0,0.1601,4.6,4.6,295.0,3.3
16564,Thompson,tube,10.26,4062.0,0.0518,10.8,10.8,680.588,2.5
16565,Richenderfer,plate,0.1,2000.0,-0.0434,15.0,120.0,10.0,3.8
16566,Thompson,tube,6.89,1899.0,0.0841,12.8,12.8,1930.0,2.6
16567,Thompson,tube,13.79,5384.0,-0.0379,4.7,4.7,318.0,5.8
16568,Thompson,tube,13.79,3997.0,-0.1297,9.218,4.7,305.0,4.1
16569,Thompson,tube,13.79,2685.0,,7.7,7.7,457.0,1.6
16570,Thompson,tube,6.89,4069.0,0.1459,5.6,5.6,432.0,3.4
16571,Inasaka,tube,18.27,833.0,-0.0929,3.0,3.0,150.0,3.7
16572,Thompson,tube,15.51,3315.69,-0.0415,1.9,1.9,152.0,3.8
16573,Thompson,tube,10.34,3315.69,,9.218,10.3,762.0,3.6
16574,Janssen,annulus,9.72,5601.0,0.0145,6.4,34.52,914.0,2.3
16575,Thompson,tube,10.26,2048.0,-0.2049,1.9,1.9,152.0,2.7
16576,Thompson,tube,6.86,4123.0,-0.0373,9.218,5.6,680.588,5.2
16577,Thompson,tube,10.34,3757.0,,10.3,10.3,762.0,4.5
16578,Thompson,tube,11.0,3315.69,0.0498,11.5,11.5,914.0,2.5
16579,Beus,annulus,13.79,2723.0,,5.6,15.2,2134.0,1.8
16580,Janssen,annulus,7.0,5601.0,,6.4,15.9,914.0,2.8
16581,Janssen,annulus,9.65,5533.0,,12.7,38.1,914.0,3.7
16582,Weatherhead,tube,13.79,1356.0,,7.7,9.127,457.0,1.8
16583,Janssen,annulus,8.3,2173.925,,12.7,42.3,1778.0,4.4
16584,Janssen,annulus,4.13,2173.925,0.004,12.7,42.3,1778.0,2.1
16585,Williams,tube,15.17,4096.0,,9.5,9.5,1836.0,5.5
16586,Thompson,tube,13.79,3315.69,0.1503,7.7,7.7,680.588,1.4
16587,Thompson,tube,13.79,1682.0,0.212,9.218,7.8,680.588,2.2
16588,Thompson,tube,10.26,3933.0,,10.3,10.3,794.0,4.0
16589,Thompson,tube,15.51,2401.0,0.0501,1.9,1.9,696.0,1.1
16590,Janssen,annulus,6.92,2292.0,,8.5,24.6,1740.109,2.2
16591,Thompson,tube,17.24,2875.0,-0.1258,1.9,1.9,696.0,2.3
16592,Janssen,annulus,9.68,2292.0,-0.0233,12.7,42.3,1778.0,8.4
16593,Peskov,tube,13.79,2642.705,,10.0,4.7,318.0,10.2
16594,Thompson,tube,6.93,3315.69,,10.8,10.8,680.588,2.5
16595,Thompson,tube,12.07,3315.69,,1.9,1.9,696.0,2.9
16596,Janssen,annulus,6.89,2794.0,,6.4,15.9,914.0,3.3
16597,Thompson,tube,13.79,7107.0,,4.7,4.7,318.0,2.7
16598,Thompson,tube,8.89,4069.0,,9.218,9.218,1524.0,4.8
16599,Thompson,tube,6.86,4123.0,0.1383,10.8,10.8,432.0,3.6
16600,Weatherhead,tube,13.79,2740.0,0.0334,7.7,7.7,457.0,1.7
16601,Peskov,tube,16.0,2642.705,,10.0,10.0,660.0,5.2
16602,Williams,tube,13.14,1332.0,0.0747,9.5,9.5,1836.0,2.4
16603,Beus,annulus,15.51,3678.0,0.0263,5.6,15.2,2134.0,3.9
16604,Thompson,tube,13.79,3315.69,0.0244,9.218,7.8,591.0,4.0
16605,Thompson,tube,6.89,1313.0,-0.0657,5.7,5.7,625.0,4.0
16606,Thompson,tube,10.26,5500.0,-0.0103,9.218,4.7,680.588,8.2
16607,Janssen,annulus,8.27,1519.0,-0.0158,10.929,42.3,1778.0,3.2
16608,Thompson,tube,13.79,4109.0,-0.2387,4.7,4.7,318.0,4.4
16609,Thompson,tube,10.26,1492.0,-0.0918,3.6,3.6,76.0,3.4
16610,Mortimore,annulus,8.27,2726.0,,5.0,13.3,2134.0,1.8
16611,Janssen,annulus,6.89,1614.0,0.175,8.5,34.52,1740.109,2.2
16612,Thompson,tube,10.34,3315.69,-0.0591,10.3,9.218,762.0,6.2
16613,Thompson,tube,12.07,3315.69,,1.9,1.9,152.0,4.6
16614,Thompson,tube,11.03,2034.0,0.0886,11.5,11.5,1143.0,2.7
16615,Thompson,tube,3.45,5737.0,0.0091,10.3,10.3,762.0,4.6
16616,Janssen,annulus,6.89,551.0,0.0886,12.7,38.1,737.0,3.5
16617,Thompson,tube,7.03,1641.0,0.0085,4.6,4.6,229.0,3.2
16618,Thompson,tube,13.79,2685.0,,7.7,7.7,457.0,2.6
16619,Thompson,tube,13.79,3838.0,-0.1146,1.9,1.9,152.0,5.8
16620,Thompson,tube,13.79,5262.0,,9.218,5.7,625.0,3.9
16621,Janssen,annulus,6.89,2292.0,,12.7,42.3,2743.0,2.0
16622,Thompson,tube,6.79,3315.69,0.001,9.218,10.8,432.0,3.8
16623,Weatherhead,tube,13.79,685.0,-0.1568,11.1,11.1,457.0,3.3
16624,Thompson,tube,13.79,2428.0,0.0027,9.218,1.9,152.0,2.3
16625,Janssen,annulus,9.68,5533.0,-0.0512,12.7,38.1,914.0,4.9
16626,Beus,annulus,15.51,3684.0,,5.6,15.2,2134.0,1.8
16627,Janssen,annulus,7.0,1519.0,0.0897,12.7,42.3,2743.0,2.0
16628,Thompson,tube,10.26,4056.0,0.0003,9.218,10.8,864.0,4.2
16629,Thompson,tube,6.93,4069.0,0.0902,9.218,10.8,864.0,3.0
16630,Janssen,annulus,6.85,388.0,0.1356,22.2,96.3,1778.0,2.7
16631,Peskov,tube,16.0,2875.0,,10.0,10.0,1650.0,2.7
16632,Thompson,tube,6.89,3784.0,0.0129,37.5,9.218,1953.0,3.6
16633,Thompson,tube,3.45,7893.0,0.0505,10.3,10.3,762.0,4.8
16634,Inasaka,tube,0.33,5628.57,-0.0434,3.0,3.0,100.0,9.0
16635,Weatherhead,tube,13.79,1356.0,-0.0179,11.1,11.1,457.0,2.7
16636,Thompson,tube,10.45,1316.0,0.1874,9.218,4.6,229.0,3.6
16637,Thompson,tube,6.85,1519.0,0.0648,12.7,42.3,1778.0,3.8
16638,Weatherhead,tube,13.79,2007.0,,7.7,7.7,457.0,3.5
16639,Thompson,tube,10.34,3315.69,-0.0925,10.3,10.3,762.0,4.4
16640,Thompson,tube,13.79,2373.0,,7.8,7.8,591.0,5.8
16641,Thompson,tube,10.34,3315.69,,10.3,10.3,762.0,3.6
16642,Janssen,annulus,6.89,2807.0,-0.0251,6.4,15.9,1740.109,8.0
16643,Thompson,tube,11.03,2034.0,-0.0232,9.3,9.3,762.0,5.8
16644,Weatherhead,tube,13.79,1333.0,0.0142,7.7,7.7,457.0,1.9
16645,Thompson,tube,7.0,4032.0,0.0902,10.8,10.8,864.0,2.2
16646,Thompson,tube,13.79,1465.0,0.0619,7.8,7.8,591.0,2.3
16647,Janssen,annulus,6.92,382.0,,10.929,96.3,1778.0,4.3
16648,Peskov,tube,12.0,1000.0,-0.0433,10.0,10.0,893.0,3.2
16649,Thompson,tube,3.86,4123.0,,10.8,10.8,432.0,3.9
16650,Beus,annulus,8.27,2731.0,,5.6,15.2,2134.0,1.1
16651,Thompson,tube,3.45,3811.0,0.0406,10.3,10.3,762.0,3.9
16652,Thompson,tube,18.27,1214.0,,9.218,9.218,150.0,2.4
16653,Janssen,annulus,9.68,5547.0,-0.0412,12.7,38.1,914.0,3.2
16654,Weatherhead,tube,13.79,2658.0,0.0801,7.7,7.7,457.0,1.8
16655,Thompson,tube,11.0,2034.0,0.0856,11.5,11.5,680.588,2.7
16656,Weatherhead,tube,13.79,1434.78,,7.7,7.7,457.0,3.9
16657,Janssen,annulus,7.0,2292.0,,12.7,38.1,737.0,3.8
16658,Thompson,tube,13.79,751.0,0.0928,7.8,7.8,591.0,2.2
16659,Thompson,tube,13.79,783.0,0.0682,9.218,4.7,305.0,1.8
16660,Thompson,tube,13.79,1290.0,,7.7,7.7,680.588,2.0
16661,Thompson,tube,15.51,3315.69,-0.0071,1.9,1.9,696.0,8.0
16662,Thompson,tube,4.16,749.0,0.0406,12.7,42.3,1778.0,5.2
16663,Thompson,tube,6.9,4001.0,0.0611,10.8,9.218,864.0,2.3
16664,Thompson,tube,10.26,2658.0,,12.4,12.4,610.0,5.8
16665,Thompson,tube,12.07,3119.0,-0.0629,1.9,1.9,696.0,3.2
16666,Williams,tube,15.17,1335.0,,9.5,9.5,1836.0,2.1
16667,Thompson,tube,6.89,3315.69,,10.8,10.8,216.0,5.9
16668,Thompson,tube,10.34,6049.0,,10.3,10.3,762.0,6.7
16669,Thompson,tube,6.89,3315.69,-0.0297,10.3,9.218,762.0,5.4
16670,Thompson,tube,12.07,2373.0,-0.0444,1.9,1.9,152.0,4.3
16671,Thompson,tube,10.26,3784.0,,9.218,4.7,680.588,2.6
16672,Thompson,tube,10.26,5479.0,-0.0434,9.218,23.6,610.0,3.9
16673,Thompson,tube,17.24,3811.0,-0.0123,1.9,1.9,152.0,4.5
16674,Janssen,annulus,6.85,2173.925,,12.7,38.1,914.0,2.7
16675,Thompson,tube,6.89,3315.69,-0.0414,23.6,23.6,610.0,4.9
16676,Thompson,tube,13.79,3315.69,-0.0415,1.9,1.9,152.0,3.2
16677,Janssen,annulus,4.16,1519.0,,12.7,34.52,1778.0,2.3
16678,Janssen,annulus,6.89,2173.925,0.1482,8.5,24.6,1778.0,3.0
16679,Peskov,tube,18.0,2875.0,-0.1488,10.0,10.0,1650.0,2.9
16680,Thompson,tube,3.93,3865.0,,5.6,5.6,216.0,3.6
16681,Thompson,tube,10.34,5832.0,-0.0358,10.3,9.218,762.0,13.3
16682,Thompson,tube,3.45,3315.69,0.05,9.218,10.3,762.0,5.2
16683,Thompson,tube,6.89,4069.0,-0.0029,10.8,10.8,864.0,8.2
16684,Thompson,tube,11.0,2034.0,,11.5,11.5,914.0,1.0
16685,Thompson,tube,13.79,3315.69,-0.424,5.7,5.7,680.588,7.9
16686,Thompson,tube,13.79,734.0,0.0886,7.7,7.7,457.0,2.5
16687,Thompson,tube,6.89,7200.0,-0.0431,9.218,9.218,762.0,6.2
16688,Thompson,tube,13.79,3391.0,,4.7,4.7,318.0,2.8
16689,Thompson,tube,6.79,4096.0,0.0184,10.8,10.8,432.0,3.6
16690,Thompson,tube,13.79,1872.0,-0.0109,4.7,4.7,680.588,3.6
16691,Thompson,tube,6.89,3852.0,0.099,5.6,5.6,432.0,4.2
16692,Thompson,tube,11.07,2021.0,0.1515,11.5,11.5,1143.0,2.5
16693,Williams,tube,13.79,2837.31,0.1601,9.5,9.5,1836.0,1.5
16694,Janssen,annulus,6.89,2292.0,0.1396,12.7,42.3,1740.109,2.6
16695,Thompson,tube,10.57,2563.0,,9.218,4.6,229.0,5.0
16696,Thompson,tube,6.72,3315.69,,10.8,10.8,864.0,4.8
16697,Thompson,tube,13.79,3315.69,0.0682,4.7,9.218,318.0,2.9
16698,Janssen,annulus,7.0,1533.0,0.2057,8.5,22.3,2743.0,2.2
16699,Thompson,tube,11.07,4069.0,,11.5,9.218,1524.0,2.7
16700,Janssen,annulus,9.68,1356.0,,12.7,42.3,1778.0,3.6
16701,Peskov,tube,16.0,2875.0,-0.0514,10.0,10.0,1650.0,3.8
16702,Williams,tube,13.79,1359.0,-0.0158,9.5,9.5,1836.0,2.1
16703,Thompson,tube,6.89,2658.0,-0.0299,37.5,37.5,1953.0,4.0
16704,Thompson,tube,7.0,1858.0,0.0005,10.8,10.8,216.0,5.9
16705,Janssen,annulus,6.89,5588.0,,12.7,38.1,914.0,2.8
16706,Weatherhead,tube,13.79,2563.0,,7.7,7.7,457.0,4.0
16707,Thompson,tube,13.79,1465.0,,9.218,9.218,591.0,2.4
16708,Janssen,annulus,6.85,3052.0,0.1212,8.5,24.6,1778.0,2.0
16709,Thompson,tube,10.26,3933.0,,10.3,10.3,762.0,7.8
16710,Thompson,tube,10.26,4069.0,0.1212,10.8,10.8,864.0,3.1
16711,Janssen,annulus,7.0,2278.0,0.0892,8.5,24.6,1778.0,2.8
16712,Thompson,tube,13.79,2129.0,0.0763,7.8,7.8,591.0,2.3
16713,Thompson,tube,18.27,857.0,,3.0,3.0,150.0,2.5
16714,Thompson,tube,3.9,2034.0,0.1423,10.8,10.8,432.0,2.6
16715,Thompson,tube,10.34,5940.0,-0.1486,10.3,9.218,762.0,3.0
16716,Thompson,tube,13.79,4136.0,,3.6,9.218,76.0,3.6
16717,Thompson,tube,6.89,3811.0,,12.4,12.4,610.0,2.7
16718,Thompson,tube,15.51,3315.69,-0.0249,1.9,1.9,152.0,5.9
16719,Thompson,tube,10.26,1316.0,-0.0546,5.7,5.7,625.0,3.3
16720,Richenderfer,plate,0.1,1500.0,-0.0385,15.0,120.0,10.0,3.2
16721,Thompson,tube,10.26,933.0,0.0134,7.8,7.8,591.0,2.0
16722,Thompson,tube,10.26,5696.0,,10.3,10.3,762.0,3.6
16723,Thompson,tube,13.79,1078.0,,4.7,4.7,318.0,1.8
16724,Thompson,tube,13.79,3315.69,,7.8,7.8,591.0,2.3
16725,Thompson,tube,11.03,4062.0,0.1275,9.5,9.5,1836.0,1.6
16726,Thompson,tube,10.34,7934.0,-0.1189,10.3,10.3,762.0,9.0
16727,Beus,annulus,13.79,1344.0,0.2147,5.6,15.2,2134.0,1.3
16728,Thompson,tube,6.89,6103.0,-0.0483,10.3,10.3,762.0,4.7
16729,Thompson,tube,6.89,6618.0,-0.0992,10.3,10.3,680.588,5.5
16730,Weatherhead,tube,13.79,703.0,0.0808,7.7,7.7,457.0,2.3
16731,Peskov,tube,12.0,1668.0,-0.0102,10.0,10.0,400.0,4.5
16732,Thompson,tube,13.79,4367.0,-0.1332,4.7,4.7,318.0,3.8
16733,Janssen,annulus,6.89,1519.0,,12.7,42.3,1740.109,2.6
16734,Thompson,tube,13.79,1709.0,-0.0898,4.7,9.218,318.0,3.0
16735,Thompson,tube,10.34,7690.0,-0.0071,10.3,10.3,762.0,4.5
16736,Thompson,tube,18.96,2726.0,-0.1437,9.218,1.9,152.0,2.9
16737,Thompson,tube,6.89,1682.0,,8.0,8.0,610.0,2.2
16738,Thompson,tube,10.26,6049.0,,9.218,10.3,762.0,6.8
16739,Beus,annulus,12.597,1343.0,0.1622,5.6,15.2,2134.0,2.3
16740,Weatherhead,tube,13.79,1318.0,-0.3201,7.7,9.127,457.0,3.8
16741,Thompson,tube,6.89,4069.0,0.0436,9.218,11.5,2007.0,2.8
16742,Weatherhead,tube,13.79,1356.0,-0.1184,9.127,7.7,457.0,5.1
16743,Janssen,annulus,7.0,2292.0,,10.929,34.52,1778.0,3.0
16744,Thompson,tube,13.79,1356.0,-0.0123,7.7,7.7,457.0,4.3
16745,Thompson,tube,12.07,4001.0,,9.218,1.9,696.0,3.4
16746,Weatherhead,tube,13.79,1200.0,-0.0111,11.1,9.127,457.0,3.4
16747,Thompson,tube,10.26,5384.0,,10.8,9.218,432.0,6.7
16748,Thompson,tube,13.79,1214.0,0.0657,4.7,4.7,318.0,2.8
16749,Weatherhead,tube,13.79,1434.78,,7.7,9.127,457.0,3.7
16750,Thompson,tube,6.89,6429.0,-0.202,9.218,4.7,318.0,7.9
16751,Thompson,tube,13.79,5533.0,-0.2106,4.7,4.7,318.0,6.4
16752,Thompson,tube,10.26,783.0,,4.7,4.7,318.0,3.7
16753,Peskov,tube,12.0,4028.0,-0.0868,10.0,10.0,1650.0,3.5
16754,Janssen,annulus,6.89,549.0,0.0487,12.7,38.1,737.0,2.8
16755,Janssen,annulus,6.89,2767.0,0.0674,10.929,34.52,1740.109,2.5
16756,Williams,tube,13.79,2772.0,,9.5,9.5,1836.0,3.2
16757,Richenderfer,plate,0.2,2000.0,,15.0,120.0,10.0,4.5
16758,Janssen,annulus,13.79,2699.0,0.0177,9.5,9.5,1836.0,2.1
16759,Thompson,tube,13.79,1397.0,0.0763,9.218,4.7,680.588,2.0
16760,Thompson,tube,10.26,5466.0,,37.5,37.5,1953.0,2.0
16761,Beus,annulus,15.51,3674.0,,5.6,15.2,2134.0,1.5
16762,Thompson,tube,7.0,3315.69,,10.8,10.8,680.588,3.0
16763,Thompson,tube,18.27,2902.0,-0.0931,3.0,9.218,35.0,2.4
16764,Beus,annulus,13.79,1355.0,0.0847,5.6,15.2,2134.0,1.7
16765,Thompson,tube,6.86,4069.0,,10.8,9.218,432.0,3.8
16766,Thompson,tube,6.89,4069.0,,11.5,11.5,914.0,2.5
16767,Thompson,tube,13.79,6198.0,,4.7,4.7,318.0,6.6
16768,Thompson,tube,6.89,3933.0,0.1434,10.3,9.218,762.0,4.4
16769,Thompson,tube,13.79,956.0,,7.7,7.7,457.0,1.6
16770,Weatherhead,tube,13.79,1356.0,-0.1556,7.7,7.7,457.0,3.9
16771,Janssen,annulus,6.89,1519.0,,8.5,22.3,2743.0,3.0
16772,Thompson,tube,3.45,5913.0,0.0874,10.3,10.3,680.588,4.5
16773,Thompson,tube,12.07,5859.0,-0.0442,1.9,9.218,152.0,5.2
16774,Kossolapov,plate,0.1,792.25,-0.0042,15.0,120.0,10.0,4.3
16775,Thompson,tube,13.79,3201.0,-0.0364,1.9,9.218,152.0,4.4
16776,Williams,tube,13.79,4036.0,0.0912,9.5,9.5,1836.0,2.3
16777,Thompson,tube,6.86,4001.0,,10.8,10.8,432.0,4.0
16778,Thompson,tube,6.86,4059.0,0.0423,10.8,10.8,864.0,3.0
16779,Thompson,tube,13.79,1356.0,0.0027,9.218,7.7,457.0,2.4
16780,Mortimore,annulus,13.79,1339.0,,5.0,13.3,2134.0,1.5
16781,Thompson,tube,13.79,6144.0,,4.7,4.7,680.588,5.6
16782,Peskov,tube,14.235,4986.0,0.0523,10.0,10.0,1000.0,4.3
16783,Thompson,tube,3.86,3784.0,,10.8,10.8,432.0,5.8
16784,Beus,annulus,12.597,1351.0,,5.6,15.2,2134.0,2.9
16785,Thompson,tube,13.79,4774.0,,4.7,4.7,305.0,2.7
16786,Peskov,tube,10.0,1944.0,-0.0187,10.0,10.0,400.0,5.1
16787,Thompson,tube,18.96,1858.0,-0.0886,1.9,1.9,152.0,5.1
